Date,Time,Core Clocks (avg) [MHz],Core 0 Clock [MHz],Core 1 Clock [MHz],Core 2 Clock [MHz],Core 3 Clock [MHz],Average Effective Clock [MHz],Core Temperatures (avg) [°C],Core 0 [°C],Core 1 [°C],Core 2 [°C],Core 3 [°C],Core Distance to TjMAX (avg) [°C],Core 0 Distance to TjMAX [°C],Core 1 Distance to TjMAX [°C],Core 2 Distance to TjMAX [°C],Core 3 Distance to TjMAX [°C],CPU Package [°C],Core Max [°C],CPU Package [°C],CPU IA Cores [°C],CPU GT Cores (Graphics) [°C],CPU Package Power [W]
16.7.2022,53:00.8,3316.1,3291.1,3291.1,3291.1,3390.9,1198.2,71,70,72,68,75,29,30,28,32,25,75,75,75,75,68,24.756
16.7.2022,53:03.5,3539.6,3489.7,3589.5,3589.5,3489.7,2174.6,93,94,90,94,95,7,6,10,6,5,95,95,95,95,68,28.532
16.7.2022,53:05.6,3341.8,3291.9,3291.9,3391.7,3391.7,1381.1,72,73,72,75,67,28,27,28,25,33,74,75,77,77,67,28.131
16.7.2022,53:07.7,3943.2,3993.2,3993.2,3893.3,3893.3,2008.4,88,91,83,90,87,12,9,17,10,13,91,91,87,87,68,31.948
16.7.2022,53:09.8,3639.3,3589.5,3589.5,3788.9,3589.5,2470.1,90,87,89,90,92,11,13,11,10,8,95,92,95,95,68,34.361
16.7.2022,53:11.9,3242.1,3192.2,3192.2,3291.9,3291.9,1731.7,72,71,73,73,70,28,29,27,27,30,73,73,77,78,67,31.045
16.7.2022,53:14.2,3513.8,3488.9,3588.6,3488.9,3488.9,1293.4,91,93,84,95,93,9,7,16,5,7,95,95,94,94,67,24.645
16.7.2022,53:16.2,3193,3193,3193,3193,3193,2566.7,71,70,73,71,68,30,30,27,29,32,73,73,77,77,66,33.455
16.7.2022,53:18.3,3266.2,3191.4,3291.1,3291.1,3291.1,922.8,70,70,74,66,71,30,30,26,34,29,74,74,74,74,66,20.573
16.7.2022,53:20.5,3542.2,3392.5,3492.3,3592.1,3691.9,1322.7,92,91,87,95,93,9,9,13,5,7,96,95,94,94,67,23.555
16.7.2022,53:22.6,3518.1,3493.2,3493.2,3493.2,3593,3225.8,92,93,86,95,93,8,7,14,5,7,95,95,95,95,67,39.212
16.7.2022,53:24.8,3513.8,3488.9,3588.6,3588.6,3389.2,2458.9,91,92,85,94,91,10,8,15,6,9,95,94,95,95,68,33.507
16.7.2022,53:26.9,3591.2,3591.2,3691,3591.2,3491.5,1624.1,92,93,87,95,93,8,7,13,5,7,95,95,96,96,68,27.09
16.7.2022,53:29.2,3440.7,3390.9,3490.6,3490.6,3390.9,3092,91,94,84,95,90,9,6,16,5,10,95,95,95,95,68,38.814
16.7.2022,53:31.3,3391.7,3391.7,3391.7,3391.7,3391.7,2592,74,73,77,73,71,27,27,23,27,29,77,77,81,81,68,35.991
16.7.2022,53:33.4,3093.2,3093.2,3093.2,3093.2,3093.2,1208.8,73,74,75,73,71,27,26,25,27,29,75,75,77,77,68,24.551
16.7.2022,53:35.5,3516.4,3491.5,3491.5,3491.5,3591.2,2623.9,78,76,78,82,74,23,24,22,18,26,79,82,84,84,68,34.497
16.7.2022,53:37.5,3441.6,3491.5,3491.5,3391.7,3391.7,1295.9,75,76,77,74,71,26,24,23,26,29,77,77,80,80,68,23.698
16.7.2022,53:39.8,3837.8,3688.3,3688.3,3987.3,3987.3,2990.2,91,92,87,91,93,9,8,13,9,7,94,93,95,95,68,36.346
16.7.2022,53:41.9,3641.1,3691,3591.2,3591.2,3691,2407.1,93,94,89,95,92,8,6,11,5,8,95,95,95,95,68,34.402
16.7.2022,53:44.1,3490.6,3490.6,3390.9,3490.6,3590.3,2370.4,92,93,88,92,94,8,7,12,8,6,95,94,95,95,69,33.988
16.7.2022,53:46.2,3291.9,3291.9,3291.9,3291.9,3291.9,1965.1,71,70,75,68,71,29,30,25,32,29,75,75,77,77,68,30.488
16.7.2022,53:48.3,3315.3,3290.3,3390,3290.3,3290.3,2145,82,82,84,79,81,19,18,16,21,19,85,84,86,86,69,33.631
16.7.2022,53:50.4,3588.6,3588.6,3588.6,3588.6,3588.6,1491.2,91,94,87,95,87,9,6,13,5,13,95,95,94,94,69,25.276
16.7.2022,53:52.5,3391.7,3391.7,3391.7,3391.7,3391.7,1110.8,72,73,75,73,68,28,27,25,27,32,75,75,79,79,68,23.493
16.7.2022,53:54.6,3391.7,3391.7,3391.7,3391.7,3391.7,1026.9,73,71,72,78,69,28,29,28,22,31,78,78,77,77,68,24.557
16.7.2022,53:56.8,3491.5,3491.5,3491.5,3491.5,3491.5,2182.3,92,93,86,95,93,8,7,14,5,7,95,95,95,95,68,32.18
16.7.2022,53:59.4,3391.7,3491.5,3291.9,3491.5,3291.9,2322.1,91,95,84,95,91,9,5,16,5,9,95,95,96,96,69,32.296
16.7.2022,54:01.5,3291.9,3291.9,3291.9,3291.9,3291.9,2445,71,70,75,67,71,29,30,25,33,29,75,75,75,75,67,33.736
16.7.2022,54:03.5,3291.9,3291.9,3291.9,3291.9,3291.9,2127.1,74,73,76,71,75,26,27,24,29,25,76,76,81,81,68,31.874
16.7.2022,54:05.6,3316.1,3390.9,3390.9,3390.9,3091.7,1112.5,71,69,74,70,72,29,31,26,30,28,74,74,75,75,69,24.309
16.7.2022,54:07.7,3316.1,3390.9,3291.1,3291.1,3291.1,1290.8,72,74,73,69,70,29,26,27,31,30,74,74,79,79,67,25.036
16.7.2022,54:09.8,3291.9,3291.9,3291.9,3291.9,3291.9,2017.1,74,77,72,71,75,26,23,28,29,25,77,77,77,77,67,30.507
16.7.2022,54:12.2,3468.2,3493.2,3493.2,3493.2,3393.4,2809,92,92,86,95,94,8,8,14,5,6,95,95,95,95,69,36.582
16.7.2022,54:14.3,3593.8,3494,3693.7,3693.7,3494,2492.8,92,94,86,93,93,9,6,14,7,7,95,94,96,96,68,33.289
16.7.2022,54:16.4,3391.7,3391.7,3391.7,3391.7,3391.7,1363.1,71,70,71,68,74,29,30,29,32,26,74,74,75,75,67,24.689
16.7.2022,54:18.5,3993.2,3993.2,3993.2,3993.2,3993.2,2096.4,88,87,79,95,90,12,13,21,5,10,87,95,89,89,69,30.951
16.7.2022,54:20.8,3467.4,3392.5,3392.5,3592.1,3492.3,2297.9,90,90,83,94,92,10,10,17,6,8,93,94,95,95,67,34.362
16.7.2022,54:22.8,3316.9,3291.9,3291.9,3291.9,3391.7,1257.8,72,69,70,77,72,28,31,30,23,28,78,77,77,77,66,24.909
16.7.2022,54:24.9,3392.5,3392.5,3392.5,3392.5,3392.5,930.6,74,77,76,75,69,26,23,24,25,31,77,77,79,79,66,21.51
16.7.2022,54:27.0,3392.5,3392.5,3392.5,3392.5,3392.5,2319.1,78,79,78,81,74,22,21,22,19,26,80,81,81,81,67,33.281
16.7.2022,54:29.1,3841.5,3891.4,3891.4,3791.6,3791.6,2417.4,88,90,84,82,95,12,10,16,18,5,92,95,96,96,69,35.438
16.7.2022,54:31.2,3364.3,3289.5,3389.2,3389.2,3389.2,1317.3,73,72,74,74,72,27,28,26,26,28,73,74,77,77,68,25.588
16.7.2022,54:33.3,3790.7,3591.2,3591.2,3990.2,3990.2,2102.1,90,92,86,92,88,11,8,14,8,12,94,92,94,94,68,30.603
16.7.2022,54:35.4,3317.7,3392.5,3292.7,3292.7,3292.7,1008.7,72,76,72,72,66,29,24,28,28,34,76,76,76,76,66,21.481
16.7.2022,54:37.9,3491.5,3391.7,3491.5,3391.7,3691,1612.6,92,91,87,96,92,9,9,13,4,8,96,96,95,95,68,25.932
16.7.2022,54:40.2,3492.3,3392.5,3492.3,3592.1,3492.3,2200.8,90,92,84,93,92,10,8,16,7,8,96,93,95,95,67,32.559
16.7.2022,54:42.4,3565.4,3390.9,3590.3,3690,3590.3,2466.3,91,91,87,94,91,9,9,13,6,9,95,94,95,95,68,35.637
16.7.2022,54:44.6,3491.5,3491.5,3491.5,3491.5,3491.5,2069.2,91,94,85,95,91,9,6,15,5,9,94,95,94,94,68,31.051
16.7.2022,54:46.8,3439.9,3290.3,3290.3,3290.3,3888.6,1982.9,75,71,73,74,81,25,29,27,26,19,72,81,95,95,66,29.496
16.7.2022,54:48.9,3242.1,3192.2,3192.2,3291.9,3291.9,2625.6,72,71,76,72,69,28,29,24,28,31,76,76,78,78,68,35.694
16.7.2022,54:51.0,3391.7,3391.7,3391.7,3391.7,3391.7,3095.3,77,77,77,74,81,23,23,23,26,19,81,81,82,82,70,37.684
16.7.2022,54:53.1,3442.4,3392.5,3392.5,3492.3,3492.3,3030.2,92,94,86,95,91,9,6,14,5,9,96,95,95,95,68,36.855
16.7.2022,54:55.5,3465.7,3390.9,3490.6,3490.6,3490.6,3054.2,92,93,87,95,92,8,7,13,5,8,95,95,94,94,68,37.017
16.7.2022,54:57.6,3516.4,3491.5,3391.7,3591.2,3591.2,3271.8,92,95,89,95,90,8,5,11,5,10,95,95,95,95,69,37.808
16.7.2022,54:59.8,3616.2,3591.2,3491.5,3691,3691,3310.9,92,93,89,94,93,8,7,11,6,7,95,94,97,97,69,38.53
16.7.2022,55:02.1,3565.4,3789.8,3490.6,3490.6,3490.6,2995.1,92,92,87,95,93,8,8,13,5,7,95,95,95,95,69,36.61
16.7.2022,55:04.1,2994.9,2994.9,2994.9,2994.9,2994.9,3118.8,76,75,77,77,75,24,25,23,23,25,77,77,79,79,70,37.013
16.7.2022,55:06.3,3416.6,3491.5,3391.7,3391.7,3391.7,2797.2,91,94,86,95,88,9,6,14,5,12,94,95,96,96,69,35.084
16.7.2022,55:08.6,3691,3990.2,3491.5,3591.2,3691,1800.9,91,92,84,94,95,9,8,16,6,5,94,95,95,95,67,26.743
16.7.2022,55:11.6,3565.4,3490.6,3590.3,3590.3,3590.3,3403,91,91,85,94,92,10,9,15,6,8,95,94,95,95,68,38.704
16.7.2022,55:14.0,3541.3,3591.2,3491.5,3591.2,3491.5,2066.5,92,92,87,95,93,8,8,13,5,7,96,95,95,95,68,29.355
16.7.2022,55:16.0,3292.7,3292.7,3292.7,3292.7,3292.7,3108.6,75,77,77,75,72,25,23,23,25,28,77,77,81,81,70,36.878
16.7.2022,55:18.5,3494,3494,3593.8,3394.2,3494,2500.4,93,94,89,95,93,7,6,11,5,7,95,95,95,95,70,32.43
16.7.2022,55:21.0,3516.4,3391.7,3591.2,3591.2,3491.5,3398.2,90,93,84,93,91,10,7,16,7,9,94,93,95,95,68,38.375
16.7.2022,55:23.2,3440.7,3490.6,3390.9,3490.6,3390.9,3355.8,92,93,87,94,92,9,7,13,6,8,94,94,95,95,70,38.281
16.7.2022,55:25.3,3592.1,3691.9,3691.9,3492.3,3492.3,2955.6,95,95,91,97,95,6,5,9,3,5,97,97,96,96,71,38.29
16.7.2022,55:27.7,3468.2,3493.2,3393.4,3493.2,3493.2,2843.5,93,94,87,95,96,7,6,13,5,4,94,96,95,95,70,35.867
16.7.2022,55:29.8,3689.2,3888.6,3689.2,3589.5,3589.5,2782.7,91,93,83,95,93,9,7,17,5,7,93,95,93,93,69,35.591
16.7.2022,55:31.9,3919.3,3994.2,3994.2,3794.5,3894.3,2352.3,89,90,83,86,95,12,10,17,14,5,90,95,96,96,70,32.652
16.7.2022,55:34.3,3391.7,3591.2,3391.7,3291.9,3291.9,3212.2,92,91,88,96,92,8,9,12,4,8,96,96,94,96,68,37.828
16.7.2022,55:36.4,3417.5,3492.3,3392.5,3392.5,3392.5,3129.1,93,94,87,96,93,8,6,13,4,7,94,96,96,96,70,38.372
16.7.2022,55:40.2,3492.3,3292.7,3492.3,3592.1,3592.1,2715.6,92,94,88,94,92,8,6,12,6,8,96,94,95,95,68,34.825
16.7.2022,55:42.3,3516.4,3491.5,3491.5,3491.5,3591.2,3126.6,93,94,86,95,95,8,6,14,5,5,96,95,96,96,70,37.583
16.7.2022,55:44.4,3369.2,3394.2,3394.2,3294.4,3394.2,1368.8,75,73,73,80,75,25,27,27,20,25,79,80,81,81,68,27.662
16.7.2022,55:46.5,3491.5,3491.5,3491.5,3491.5,3491.5,2396.9,78,83,77,77,73,23,17,23,23,27,83,83,81,81,72,34.807
16.7.2022,55:48.5,3292.7,3292.7,3292.7,3292.7,3292.7,1730.2,75,73,75,78,72,26,27,25,22,28,78,78,83,83,68,31.389
16.7.2022,55:50.6,3642,3492.3,3592.1,3791.6,3691.9,1896.2,90,91,84,94,90,10,9,16,6,10,94,94,96,96,70,29.895
16.7.2022,55:52.7,3814.7,3789.8,3989.2,3690,3789.8,2870.5,89,85,87,96,88,11,15,13,4,12,92,96,92,92,71,38.482
16.7.2022,55:54.8,3344.3,3294.4,3294.4,3394.2,3394.2,1160.1,73,71,76,74,71,27,29,24,26,29,75,76,80,80,68,23.53
16.7.2022,55:56.9,3292.7,3292.7,3292.7,3292.7,3292.7,1180.1,70,69,71,72,69,30,31,29,28,31,73,72,76,76,69,23.846
16.7.2022,55:59.0,3741.8,3691.9,3691.9,3592.1,3991.2,1991.2,92,94,88,97,89,8,6,12,3,11,94,97,96,96,71,35.472
16.7.2022,56:01.1,3441.6,3491.5,3491.5,3391.7,3391.7,999.2,78,80,78,76,77,22,20,22,24,23,80,80,82,82,69,22.898
16.7.2022,56:03.1,3191.4,3191.4,3191.4,3191.4,3191.4,1305.7,72,71,74,73,71,28,29,26,27,29,74,74,76,76,68,24.046
16.7.2022,56:05.2,3340.2,3390,3390,3290.3,3290.3,2537.3,73,71,75,74,71,27,29,25,26,29,75,75,79,79,69,34.455
16.7.2022,56:07.3,3341,3291.1,3291.1,3390.9,3390.9,1722.5,75,80,75,71,73,25,20,25,29,27,80,80,80,80,68,28.845
16.7.2022,56:09.4,3366.8,3291.9,3391.7,3391.7,3391.7,1408.9,75,74,76,76,72,26,26,24,24,28,76,76,82,82,68,25.884
16.7.2022,56:11.4,3543.1,3493.2,3493.2,3593,3593,1185.8,78,76,79,75,82,22,24,21,25,18,81,82,81,81,68,23.244
16.7.2022,56:13.5,3491.5,3491.5,3491.5,3491.5,3491.5,1280.4,75,76,76,78,71,25,24,24,22,29,77,78,80,80,68,24.603
16.7.2022,56:15.7,3713.2,3788,3688.3,3688.3,3688.3,1637,93,94,89,92,95,8,6,11,8,5,94,95,97,97,69,31.08
16.7.2022,56:17.7,3416.6,3491.5,3391.7,3391.7,3391.7,1332.9,71,71,74,68,72,29,29,26,32,28,74,74,77,77,68,26.123
16.7.2022,56:19.8,3392.5,3392.5,3392.5,3392.5,3392.5,1329.8,72,77,72,73,67,28,23,28,27,33,77,77,80,80,67,24.647
16.7.2022,56:22.0,3439.1,3389.2,3389.2,3488.9,3488.9,2210.4,90,92,87,89,91,10,8,13,11,9,95,92,95,95,69,32.109
16.7.2022,56:24.1,3366.8,3291.9,3391.7,3391.7,3391.7,1407.3,77,79,77,77,75,23,21,23,23,25,79,79,82,82,67,25.324
16.7.2022,56:26.4,3541.3,3291.9,3391.7,3691,3790.7,1667.8,91,92,84,94,93,9,8,16,6,7,95,94,94,94,68,27.196
16.7.2022,56:28.4,3341.8,3391.7,3391.7,3291.9,3291.9,2704.8,78,78,81,79,75,22,22,19,21,25,81,81,81,81,69,38.128
16.7.2022,56:30.6,3889.5,3889.5,3889.5,3889.5,3889.5,1973.1,90,82,89,94,96,10,18,11,6,4,94,96,96,96,70,30.665
16.7.2022,56:32.8,3413.3,3388.4,3388.4,3388.4,3488,2616.3,91,90,87,95,92,9,10,13,5,8,95,95,96,96,68,37.389
16.7.2022,56:35.1,3588.6,3788,3488.9,3588.6,3488.9,2598.6,92,95,86,94,94,8,5,14,6,6,95,95,95,95,69,35.327
16.7.2022,56:37.1,3192.2,3192.2,3291.9,3092.4,3192.2,2695.3,72,71,75,74,69,28,29,25,26,31,75,75,79,79,68,35.011
16.7.2022,56:39.2,3167.3,3192.2,3291.9,3092.4,3092.4,2461.4,74,78,73,74,72,26,22,27,26,28,78,78,77,77,69,34.207
16.7.2022,56:41.4,3789.8,3789.8,3889.5,3690,3789.8,1211.2,85,90,79,94,78,15,10,21,6,22,90,94,94,94,69,23.447
16.7.2022,56:43.4,3492.3,3492.3,3492.3,3492.3,3492.3,2680.9,90,92,87,94,88,10,8,13,6,12,93,94,95,95,69,38.676
16.7.2022,56:45.8,3364.3,3389.2,3289.5,3488.9,3289.5,2187.4,92,92,87,94,93,9,8,13,6,7,94,94,94,94,70,32.363
16.7.2022,56:48.3,3492.3,3492.3,3492.3,3492.3,3492.3,2890,92,94,87,95,91,8,6,13,5,9,94,95,96,95,67,37.991
16.7.2022,56:50.6,3638.4,3488.9,3788,3688.3,3588.6,2205.6,92,93,87,94,94,8,7,13,6,6,95,94,95,95,68,30.298
16.7.2022,56:53.0,3466.5,3491.5,3491.5,3391.7,3491.5,2497.9,91,92,87,94,92,9,8,13,6,8,95,94,95,95,68,33.241
16.7.2022,56:55.1,3390.9,3390.9,3390.9,3390.9,3390.9,2476.4,72,74,74,69,72,28,26,26,31,28,74,74,78,78,67,33.05
16.7.2022,56:57.2,3841.5,3791.6,3791.6,3791.6,3991.2,2805.1,89,91,86,84,93,12,9,14,16,7,95,93,96,96,70,36.851
16.7.2022,56:59.6,3416.6,3391.7,3391.7,3391.7,3491.5,1612.2,91,94,86,94,91,9,6,14,6,9,95,94,95,95,67,25.749
16.7.2022,57:01.6,2992.7,2992.7,2992.7,2992.7,2992.7,2849,76,78,76,75,76,24,22,24,25,24,78,78,82,82,70,37.516
16.7.2022,57:03.9,3464,3389.2,3389.2,3488.9,3588.6,2809.7,90,92,85,94,90,10,8,15,6,10,95,94,95,95,69,37.875
16.7.2022,57:06.0,3242.8,3193,3193,3292.7,3292.7,2009.6,71,73,70,67,75,29,27,30,33,25,73,75,80,80,68,29.585
16.7.2022,57:08.3,3443.3,3293.6,3493.2,3393.4,3593,2058,90,90,83,95,91,10,10,17,5,9,95,95,94,94,70,31.26
16.7.2022,57:10.5,3339.4,3389.2,3389.2,3289.5,3289.5,3066.7,90,89,85,95,92,10,11,15,5,8,95,95,95,95,68,39.412
16.7.2022,57:12.5,3291.1,3291.1,3291.1,3291.1,3291.1,2317.4,72,73,74,71,70,28,27,26,29,30,75,74,79,79,68,32.443
16.7.2022,57:14.7,3441.6,3391.7,3391.7,3491.5,3491.5,1036.7,75,76,75,76,72,25,24,25,24,28,76,76,83,83,69,23.354
16.7.2022,57:16.7,3541.3,3491.5,3491.5,3491.5,3691,1055.1,73,70,77,71,75,27,30,23,29,25,76,77,80,80,68,23.392
16.7.2022,57:18.8,3541.3,3591.2,3591.2,3491.5,3491.5,1023.5,77,77,75,77,80,23,23,25,23,20,79,80,82,82,67,21.909
16.7.2022,57:20.9,3790.7,3890.5,3890.5,3691,3691,2664.3,86,88,86,85,85,14,12,14,15,15,88,88,96,96,71,36.935
16.7.2022,57:23.4,3391.7,3491.5,3391.7,3391.7,3291.9,2756,91,94,86,95,89,9,6,14,5,11,95,95,95,95,68,38.64
16.7.2022,57:25.5,3543.1,3992.2,3393.4,3393.4,3393.4,2854.9,91,93,87,93,92,9,7,13,7,8,96,93,96,96,67,38.246
16.7.2022,57:27.6,3390.9,3390.9,3390.9,3390.9,3390.9,2334.7,76,78,77,72,78,24,22,23,28,22,78,78,80,80,69,33.923
16.7.2022,57:29.8,3516.4,3491.5,3591.2,3591.2,3391.7,2680.1,93,94,89,93,96,7,6,11,7,4,94,96,94,94,69,33.59
16.7.2022,57:31.9,3415,3190.6,3489.7,3489.7,3489.7,2654.5,90,92,87,94,88,10,8,13,6,12,94,94,94,94,70,38.853
16.7.2022,57:34.0,3341.8,3291.9,3291.9,3391.7,3391.7,1799.9,72,76,71,72,69,28,24,29,28,31,76,76,75,75,69,29.858
16.7.2022,57:36.1,3492.3,3492.3,3492.3,3592.1,3392.5,2586.6,93,92,93,93,95,7,8,7,7,5,96,95,95,95,69,36.617
16.7.2022,57:38.2,3316.1,3291.1,3291.1,3291.1,3390.9,1216,74,78,75,70,74,26,22,25,30,26,78,78,78,78,68,23.619
16.7.2022,57:40.3,3242.1,3192.2,3192.2,3291.9,3291.9,943.3,70,69,72,66,73,30,31,28,34,27,73,73,76,76,69,20.736
16.7.2022,57:42.4,3715.9,3691,3691,3691,3790.7,1950.5,76,76,78,72,77,24,24,22,28,23,79,78,85,85,69,32.874
16.7.2022,57:44.5,3019.8,2994.9,2994.9,2994.9,3094.7,1148.1,70,70,72,69,70,30,30,28,31,30,72,72,75,75,66,23.229
16.7.2022,57:46.7,3465.7,3490.6,3490.6,3490.6,3390.9,1694.8,92,93,86,95,92,9,7,14,5,8,95,95,95,95,68,26.851
16.7.2022,57:49.0,3666.9,3891.4,3492.3,3691.9,3592.1,1921.2,89,84,89,94,90,11,16,11,6,10,87,94,94,94,68,29.705
16.7.2022,57:51.1,3044.1,3094,3094,2994.2,2994.2,1910.1,70,73,71,69,66,30,27,29,31,34,73,73,74,74,67,31.01
16.7.2022,57:53.2,3715,3590.3,3889.5,3690,3690,1177.3,91,91,87,94,90,10,9,13,6,10,94,94,95,95,68,22.161
16.7.2022,57:55.3,3168,3193,3093.2,3193,3193,2782.9,76,75,79,76,75,24,25,21,24,25,79,79,81,81,70,38.716
16.7.2022,57:57.4,3294.4,3294.4,3294.4,3294.4,3294.4,2207.1,74,78,74,74,71,26,22,26,26,29,78,78,81,81,69,33.66
16.7.2022,57:59.7,3391.7,3591.2,3391.7,3291.9,3291.9,1621.8,92,95,85,96,90,9,5,15,4,10,95,96,95,95,68,25.905
16.7.2022,58:01.9,3691.9,3492.3,3991.2,3791.6,3492.3,2853.8,92,96,93,97,82,8,4,7,3,18,96,97,96,96,72,38.575
16.7.2022,58:04.0,3540.5,3690,3690,3390.9,3390.9,2689.2,83,84,85,83,81,17,16,15,17,19,87,85,90,90,70,36.321
16.7.2022,58:06.0,3839.6,3690,3889.5,3889.5,3889.5,2420.5,89,85,84,94,91,12,15,16,6,9,94,94,96,96,69,32.727
16.7.2022,58:09.5,3515.5,3390.9,3590.3,3590.3,3490.6,2289.2,90,92,87,92,89,10,8,13,8,11,95,92,94,94,69,32.693
16.7.2022,58:11.7,3490.6,3390.9,3490.6,3590.3,3490.6,2922.8,92,91,86,95,95,8,9,14,5,5,94,95,95,95,69,36.558
16.7.2022,58:13.7,3316.9,3391.7,3291.9,3291.9,3291.9,2374.5,74,71,73,78,73,26,29,27,22,27,77,78,82,82,68,32.204
16.7.2022,58:15.8,3964.3,3989.2,3989.2,3989.2,3889.5,1381.7,85,86,88,83,84,15,14,12,17,16,88,88,93,93,70,29.341
16.7.2022,58:17.9,3916.4,3891.4,3891.4,3891.4,3991.2,2511.4,93,94,94,91,91,8,6,6,9,9,94,94,95,95,70,34.71
